UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-17T01:39:26.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
17 Nov 2022Replying to 
@klairelee
台北市中山大同
支持陳時中 請票投下面四位

我們不欠人情喔
4",,,4
小老頭張,@xiaolaotouzhan1,2022-11-17T01:36:29.000Z,"小老頭張
@xiaolaotouzhan1
·
17 Nov 2022Replying to 
@evenacat
陳時中是很大牌很高傲，而且稍微有點自視甚高，還有點不把別人放在眼裏
覺得自己做的都是對的
但是
他四周的人是不是在忍耐，就不是大家可以知道的事情了
1",1,,
Lewis Lin,@lulu3866,2022-11-17T01:30:22.000Z,"Lewis Lin
@lulu3866
·
17 Nov 2022蔡其昌說自己不是林佳龍，但林佳龍應該也有相同的怨嘆。林佳龍原有意角逐首都市長，卻硬被蔡英文發配到新北參選，他也會有「林佳龍不是陳時中」的感慨。說到底，林佳龍和蔡其昌都是蔡英文的代罪羔羊，一個被黨中央派到非志願的地區參選，一個要承擔蔡政府中央決策錯誤的遺害。
1",1,,
nick,@nicklllllnick,2022-11-17T01:29:56.000Z,"nick
@nicklllllnick
·
17 Nov 2022週末安排好出遊的時間先擱置了，怎樣的台北取決於未來這四年的人選！如果你厭惡滯台的中國人，也厭惡過去八年阿北的嘴臉，1120我們一起走出門挺陳時中！他幫台灣擋了900多天，讓台灣能安居樂業，不應受到藍白媒無理的批判！相挺正義，1126唯一支持陳時中！
陳時中 Chen Shih-Chung
@TaipeiShihChung
·
17 Nov 2022
哈囉，大家早安，我是陳時中，我是阿中。

11月20日，也就是本周日下午一點半。我們將舉辦「疼惜台北、為愛而走」大遊行。這是一場跨世代、跨族群，集結各方正向力量作為訴求的大型活動。為著咱心愛的台北，鬥陣來為愛而走。
Show this thread
1",,,1
IgZen,@be2xco,2022-11-17T00:56:06.000Z,"IgZen
@be2xco
·
17 Nov 2022陳時中競總：蔣萬安為9中企服務 涉坑殺股民https://news.ltn.com.tw/news/politics/paper/1552063?utm_medium=R&utm_campaign=SHARE&utm_source=twitter… 

父子皮條客
news.ltn.com.tw
陳時中競總：蔣萬安為9中企服務 涉坑殺股民 - 政治 - 自由時報電子報
民進黨台北市長候選人陳時中競選總部近日指控國民黨對手蔣萬安的「矽谷經驗」是協助中國企業在美國「借殼上市」，昨再召開記者會，揭露蔣在The Crone Law Group事務所任職期間的九家客戶，都疑似炒作「銅板股」造成股民嚴重損失，全數被強制下市或註銷登記，陳競總痛批「坑殺股民」的矽谷經驗絕非台北市民想要的。服務對象 涉高度爭議中國企業案
1
8",,1,8
陳時中 Chen Shih-Chung,@TaipeiShihChung,2022-11-17T00:42:42.000Z,"陳時中 Chen Shih-Chung
@TaipeiShihChung
·
17 Nov 2022哈囉，大家早安，我是陳時中，我是阿中。

11月20日，也就是本周日下午一點半。我們將舉辦「疼惜台北、為愛而走」大遊行。這是一場跨世代、跨族群，集結各方正向力量作為訴求的大型活動。為著咱心愛的台北，鬥陣來為愛而走。
8
138
1,472",8,138,"1,472"
側翼殺手,@shushu59040173,2022-11-17T00:19:46.000Z,"側翼殺手
@shushu59040173
·
17 Nov 2022陳時中：有痛要說
抗議民眾 被架走了

永遠聽不到你們的痛
哈哈哈
1",,,1
側翼殺手,@shushu59040173,2022-11-17T00:18:22.000Z,"側翼殺手
@shushu59040173
·
17 Nov 2022Replying to 
@passoQ
做陳時中當部長的時候做了什麼？
2",2,,
吳子雲,@NealwuTaiwan,2022-11-17T00:12:25.000Z,"吳子雲
@NealwuTaiwan
·
17 Nov 2022白粉：塔綠班這麼想拿下新竹，我們就要投給高虹安，只有她上任才能知道綠色在新竹搞了什麼大秘寶。

一樣是白粉：塔綠班說讓陳時中上台就能知道台北市這八年來有多少秘密，根本胡說八道。

好好當人，別當白粉。
是說2013-2015我也當過白粉，還好我醒了。
14
29
472",14,29,472
ChenChen,@Chen57962136,2022-11-16T21:09:18.000Z,"ChenChen
@Chen57962136
·
17 Nov 2022感想：
順便講
曾寫10篇文，只提一部分，證明柯文哲任內做不少建設規劃
[https://twitter.com/Chen57962136/status/1591900733628387330…]

陳時中抹黑柯文哲任內沒建設
代表陳時中當官多年以轎車代步而沒到民間，而對臺北很陌生，也才很大牌的要[被摟的人妻來道歉] 不是嗎

請問陳時中為何跟蔣萬安一樣走回頭路的將都更降到75%？強拆民宅？
ChenChen
@Chen57962136
·
14 Nov 2022
感想：
覺得很煩
藍綠眼睛業障一直努力抹黑臺北市停滯
請問跟那些無良綠側翼有何差別
更不要說綠營陳時中競辦團隊與[無良側翼]之間關係很難脫身

2017.05.15柯文哲任內成功招商的內湖-內科之心BOT開發案
2017.12.19內科之心[開工]將成全國最大[創新]育成基地
(不怕失敗的培育鼓勵人才)
這樣叫停滯？
Show this thread
1",,1,
ChenChen,@Chen57962136,2022-11-16T21:07:01.000Z,"ChenChen
@Chen57962136
·
17 Nov 2022黃珊珊FB
[https://facebook.com/taipei33/posts/pfbid0E2En7vCy5ENBg6fivH3uCg2TL4GGjc3UufzDuxdiEvan19nMhbWVne3XV88PSTAWl?__cft__[0]=AZVw3QrC2F3-cApkDLEVfaH2c3F9dw5cD5H9ztkZvzaAxhu9MtfPnnM853WGHT4PDw0Uo2YikSi8kujcbBp64WOXX4TAf_gJPN1icpLqDLnJqPqhU2toojscVTHNZ43aPSGkFkuB7FXuZjE_hQFQJQrsIccXGQT7RZw7RjrG1AaBNEjFObompYgEI9mGpOAaQ5MCq3r7Pb828uQkAX_AzrdE&__tn__=%2CO%2CP-R…]
摘要：
黃珊珊x貓咪也瘋狂，明晚11/17(四)21:30直播
明晚我將拜訪貓咪也瘋狂公益協會
一同在臉書/YT直播中探討動保政策
以及該如何更加照顧貓咪
大家如果有寶貴的建議，也請在留言中盡量提出

感想：
喜歡貓
只排斥[跟陳時中一起拍違法廁所偷窺而知名度大開的某貓]
facebook.com
黃珊珊x貓咪也瘋狂，明晚11/17(四)21:30直播吸貓！ | 黃珊珊x貓咪也瘋狂，明晚11/17(四)21:30直播！ ...
8.6K views, 1.7K likes, 48 loves, 66 comments, 39 shares, Facebook Watch Videos from 黃珊珊: 黃珊珊x貓咪也瘋狂，明晚11/17(四)21:30直播！  貓奴們照過來！明晚我將拜訪貓咪也瘋狂公益協會，一同在臉書/YT直播中探討動保政策，以及該如何更加照顧貓咪，大家如果有寶貴的建議，也請在留言中盡量提出。...
7
1",7,1,
ChenChen,@Chen57962136,2022-11-16T20:58:57.000Z,"ChenChen
@Chen57962136
·
17 Nov 2022[https://twitter.com/Chen57962136/status/1592972603555483648…]
感想：
若要針對公積金
好啊
就去查啊

仍建議台灣民眾黨要提告柯建銘有浮報助理薪資，不然助理為何有錢捐錢給民進黨啊
綠營不是愛玩司法嗎
建議大家一起玩到底啊
綠營不要派[跟著陳時中拍違法廁所偷窺影片而聲名大噪又在沒打卡制卻能無中生有生出出勤表的某貓]說是[吹哨者]
ChenChen
@Chen57962136
·
17 Nov 2022
[https://twitter.com/Chen57962136/status/1592944821890854912…]
感想：
綠營抹黑高虹安與其他台灣民眾黨立委助理薪資還說浮報給回饋

但立委本來就可依工作性質決定助理[薪資與加班值班費]高低
再由【中央直接發錢】到各個助理帳戶內
沒經過立委
請問要怎樣浮報給回饋啊
差額錢要從哪生出來？

立院助理本來就可兼職
又沒違法
莫名其妙!!!
Show this thread",,,
霸道总裁,@eLwBMxwsb9gMjHI,2022-11-16T20:38:09.000Z,"霸道总裁
@eLwBMxwsb9gMjHI
·
17 Nov 2022Replying to 
@F16V15
 and 
@VOAChinese
其實吧，好好研究下圍島之後斷電斷糧怎麼辦吧！另外，陳時中的高端疫苗打完能不能出去呢，也要好好研究一下呢",,,
側翼殺手,@shushu59040173,2022-11-16T18:38:41.000Z,"側翼殺手
@shushu59040173
·
17 Nov 2022鄭村棋 說 世界 18X多國 
死亡率 確診率 台灣排名第17名 ??
防疫世界第一的陳時中 ??
youtube.com
蔡英文後悔硬要提名陳時中？王世堅稱這票是否投他保留 新聞大白話 20221116
【#益生菌眠 加碼最多送30天份】 https://bit.ly/3UkKH59 客服請打0800-818-966【香港星馬泰朋友訂購，請私訊享食尚粉絲團】",,,
側翼殺手,@shushu59040173,2022-11-16T18:29:41.000Z,"側翼殺手
@shushu59040173
·
17 Nov 2022Replying to 
@passoQ
, 
@solo185891
 and 
@hsu_minerva
資料也不知道是真的假的 
林孟穎 被提告的資料不就假的
之前你們狂打好幾個高虹安議題 哪個是真的 ?
不需要扯陳時中 因為他沒有向陳時中一樣
1",1,,
ChenChen,@Chen57962136,2022-11-16T18:05:46.000Z,"ChenChen
@Chen57962136
·
17 Nov 2022[https://twitter.com/Chen57962136/status/1592933641793179649…]
感想：
蔡英文陳時中說要在臺北市增設國際局讓臺北國際化
但臺北市有【國際事務組與100多個國際姐妹市】才能年年國際合作
連悠遊卡2022.11可在日本沖繩用
[https://youtube.com/watch?v=3Uz4XY1bYHQ…]
明顯沒治國只忙輔選且放任黨員側翼栽贓抹黑[在野黨及不同意見]的蔡英文應先顧好14個邦交國
ChenChen
@Chen57962136
·
17 Nov 2022
[https://twitter.com/Chen57962136/status/1592925120066387975…]
感想：
綠營抗中是隨美國意思引戰卻是讓臺灣以[不對稱武器]無法回攻中國讓兩岸戰場唯一在臺的滅臺
蔡政府讓訪臺歐美有求必應 歐美政治人物很愛來臺
國際挺臺的國家都跟中國邦交及溝通管道
有100多個國際姐妹市又有國際事務組的臺北市，開上海雙城論壇談城市交流就被綠營狂打
Show this thread",,,
Kaname Yamaguchi,@yshankou,2022-11-16T16:52:57.000Z,"Kaname Yamaguchi
@yshankou
·
17 Nov 2022封關民調藍綠各自歸隊? 北市陳時中.蔣萬安分居首位 黃珊珊怒轟""不可信""! 詹為元分析珊話語背後代表""這個意思""｜許貴雅 主持｜【新台灣加油 P... https://youtu.be/9172TzkCo78 
@YouTube
より
youtube.com
封關民調藍綠各自歸隊? 北市陳時中.蔣萬安分居首位 黃珊珊怒轟""不可信""! 詹為元分析珊話語背後代表""這個意思""｜許貴雅 主持｜【新台...
➲追蹤新台灣加油粉絲團：http://bit.ly/2H3jUr9➲政論第一品牌 新台灣加油 https://goo.gl/Hthr3e➲驚爆新聞線 爆內幕追真相 https://goo.gl/qnrjSt➲從台灣看世界時事不漏接 https://goo.gl/djuiiU➲美食趣遊必看54Free食代 ht...",,,
ChenChen,@Chen57962136,2022-11-16T16:51:56.000Z,"ChenChen
@Chen57962136
·
17 Nov 2022[https://twitter.com/Chen57962136/status/1592918169425162241…]
摘要-4：
高虹安為了自證清白，疲於奔命，他們的目的就達到了

感想：
對
綠色，根本是骯髒顏色
現看綠色越看越討厭!!!

更不要說陳時中當中央指揮官時政治防疫擋臺北市民求生存又爆拍攝[違法廁所偷窺]https://twitter.com/Chen57962136/status/1566139442179452928…]還爆醉後摟牽人妻卻讓人妻道歉的增加厭惡感!!!
ChenChen
@Chen57962136
·
4 Sep 2022
[https://twitter.com/Chen57962136/status/1563281472630317056…]
感想：
請問，陳時中的人設是【白天講空話，夜晚去『喝酒→讓同志舔耳→違法偷窺別人上廁所』】？

去偷窺別人上廁所
根本違法+變態，好嗎
那個畫面根本很噁心!!!
第一時間看到都要吐出來，好嗎

請問陳時中這樣的人設，是瞧不起臺北市民的腦袋嗎
知不知道什麼叫【正經】？
Show this thread",,,
IgZen,@be2xco,2022-11-16T16:18:29.000Z,"IgZen
@be2xco
·
17 Nov 2022Replying to 
@SCBakedpotato
我曾經在陳時中被違停芯偷怕的喆園，看到他從包廂出來，後來知道他已經那麼老了，真是不敢相信

一個人可以肆無忌憚的發洩自己身為一個loser的不甘，對現況的怨氣、放膽展示自己愚眛無知、操弄別人

既不用擔心被人恥笑，還可以賺進大把的鈔票，真的是養生的無上妙法
1",,,1
菇,@dried_mushroom,2022-11-16T14:16:13.000Z,"菇
@dried_mushroom
·
16 Nov 2022Replying to 
@dingdingtramway
好笑的是陳時中也不是被逼走的
2",,,2
中華民國粉絲後援會 / Republic of China Fans Club,@HanGuoYu111,2022-11-16T14:03:12.000Z,"中華民國粉絲後援會 / Republic of China Fans Club
@HanGuoYu111
·
16 Nov 2022九合一選舉進入倒數，民進黨台北市長候選人陳時中昨日上Podcast節目《耳朵出遊不出油》開玩笑，說要蹭一下「魔獸」霍華德（Dwight Howard）的熱度，2人都是12號，不過這玩笑也引來批評。陳時中今（16）日被問到，是否蹭到翻車？他苦笑坦言，「可能吧！開了幾個大家覺得不太適合的冷笑話」
火大
42.9%
無聊
42.9%
開心
14.3%
難過
0%
7 votes
·
Final results
1
2",,1,2
ChenChen,@Chen57962136,2022-11-16T13:45:15.000Z,"ChenChen
@Chen57962136
·
16 Nov 2022剛看這邊文章的總數
已進入1.4萬篇文
灑花^^
這邊最近都沒很積極寫文
不像之前陳時中還在中央指揮中心時天天政治防疫擋雙北人民生存機會(尤其臺北市)，每看就怒火衝天的狂嘴數十篇

再次說
誰跟網軍一樣只寫4篇文還鎖文？
只寫4篇還鎖文，不然就沒寫先鎖文的網軍
都跟蔡政府陳時中一樣要保存保密30年？",,,
盧堅恆,@OUTBS9,2022-11-16T13:41:43.000Z,"盧堅恆
@OUTBS9
·
16 Nov 2022Replying to 
@37TDNMDbpbO8HI8
我看到陳時中去郭台強的場子 幹 幾十上百億大老闆吃個飯唱首歌 還要背靠著牆 我就覺得我他媽的以前花錢是智障
2",,,2
興達鴨,@starducks85522,2022-11-16T13:36:08.000Z,"興達鴨
@starducks85522
·
16 Nov 2022 on 
@YouTube
: 【LIVE】1116【阿中廟口開講】陳時中赴萬華龍山寺 ft.蔡英文.陳其邁｜民視快新聞｜
youtube.com
【LIVE】1116【阿中廟口開講】陳時中赴萬華龍山寺 ft.蔡英文.陳其邁｜民視快新聞｜
#沈榮津 #陳其邁 #莊瑞雄 #林昶佐 #快新聞 #即時新聞直播2022.11.16【#民視快新聞】【阿中廟口開講】陳時中赴萬華龍山寺 ft.蔡英文歡迎收看並訂閱【#民視新聞網】YouTube頻道，另外請記得開啟YouTube
1",,,1
逆轟高灰,@IloveROCTW,2022-11-16T13:30:39.000Z,"逆轟高灰
@IloveROCTW
·
16 Nov 2022（影音）以後台北什麼都黑箱，封存，規避市議員監督，加上民進黨和黑道的關係，以後黃承國變成地下市長，台北市治安會好嗎？

蔡英文輔選陳時中永康公園開講糗大！抗議民眾大吼「採購黑箱鹹豬手」　遭維安人員架離現場

https://ctinews.com/news/items/zMW5bQkgaN?from=fb_gotv…
1
4",,1,4
新黨主席,@d0faw7J2DOdayOQ,2022-11-16T13:30:19.000Z,"新黨主席
@d0faw7J2DOdayOQ
·
16 Nov 2022陳時中瞎扯魔獸選12號""想蹭我熱度"" 王鴻薇打臉狠酸:惹人厭的天才
https://youtube.com/watch?v=fjBS3dBw-FI…
牙醫你慘了，等一下那隻大猩猩會幹你
youtube.com
陳時中瞎扯魔獸選12號""想蹭我熱度"" 王鴻薇打臉狠酸:惹人厭的天才 ｜選舉戰略高地 @CtiNews
#王鴻薇 #陳時中 #惹人厭的天才 #蹭熱度 #搭便車翻車 #魔獸 #霍華德 #12號 #T1 #桃園雲豹 #NBA #中天新聞 相關影片:陳時中譏矽谷笑話 蔣萬安反嗆3+11 痛斥綠營抹黑邏輯死亡雙標失去理智https://youtu.be/mfwqlagCY5A檢舉綠營奧步散布假訊息! 江啟臣:民主韌性還真...",,,
sultanchuang,@sultanchuang,2022-11-16T13:29:44.000Z,"sultanchuang
@sultanchuang
·
16 Nov 2022Replying to 
@ltntw
難怪柯文哲那麼怕陳時中當選 各種違法亂紀都會被抖出來吧",,,
Cruise Chen,@CruiseChen2,2022-11-16T13:26:32.000Z,"Cruise Chen
@CruiseChen2
·
16 Nov 2022Replying to 
@dryadb43738
之前他自己每天都丟不只一個給陳時中，還有嘴說別人
1",,,1
Stan Kung,@StanKung1,2022-11-16T13:23:45.000Z,"Stan Kung
@StanKung1
·
16 Nov 2022【劉盈秀報新聞】蔣萬安正式辭立委 手續預計今上午完成｜陳時中最有產品區隔度? 學者曝:他有2張牌 20221116 @中天新聞 https://youtu.be/T7MwrRqkqmA via 
@YouTube
youtube.com
【劉盈秀報新聞】蔣萬安正式辭立委 手續預計今上午完成｜陳時中最有產品區隔度? 學者曝:他有2張牌 20221116 @CtiNews
#陳時中 #蔣萬安 #黃珊珊 #黑金 #黃承國 #拜登 #習近平責任小編/蝦編2022超級同學會報名連結 https://www.surveycake.com/s/o34xZ",,,
whaui,@whauimi,2022-11-16T13:16:55.000Z,"whaui
@whauimi
·
16 Nov 2022選舉常勝軍預言...自由時報操作棄黃保蔣？彭文正:陳時中要贏太難了！ ｜政經關不了（精華版）｜2022.11.15 https://fb.watch/gQD5cw6dH5/ 來自 
@FacebookWatch",,,
王萬壹,@OlB5xR6vzI6Vv4B,2022-11-16T13:16:23.000Z,"王萬壹
@OlB5xR6vzI6Vv4B
·
16 Nov 2022《庶民大頭家》完整版 全民傻眼? ""魔獸""12號球衣.陳時中:蹭我熱度 UN問台青年輕生率 官員牽拖""高樓太多"" ? 2022/11/16

【本集來賓】
1.鄭麗文 立法委員
2.林郁方 前立委
3.董智森 資深媒體人
4.林珍羽 台北市議員候選人
youtube.com
《庶民大頭家》完整版 全民傻眼? ""魔獸""12號球衣.陳時中:蹭我熱度 UN問台青年輕生率 官員牽拖""高樓太多"" ? 2022/11/16
更多《庶民大頭家》這裡看：https://bit.ly/3kb3kq7【本集來賓】1.鄭麗文 立法委員2.林郁方 前立委3.董智森 資深媒體人4.林珍羽 台北市議員候選人收看中視新聞，請鎖定新聞台154。訂閱中視新聞24小時直播頻道，最新最快消息不斷線唷~https://bit.ly/3bF2VwV⊕新 聞 ...",,,
翱翔,@zxcvb1124,2022-11-16T13:08:51.000Z,"翱翔
@zxcvb1124
·
16 Nov 2022《感謝有你》陳時中感謝台灣、感謝台北｜詞曲：詹雅雯 https://youtu.be/nRxJEMFatss 來自 
@YouTube
youtube.com
《感謝有你》陳時中感謝台灣、感謝台北｜詞曲：詹雅雯
《感謝有你》詞．曲：詹雅雯日頭破開烏雲照光這个城市追青春、追美夢追偉大時機世界遐爾大燒燒的志氣路一步步祙停止感謝有你予我抱著堅持感謝有你予我充滿勇氣感謝有你予我有愛牽引感謝有你予我有曠闊的天感謝有你",,,
TvTw 行動網路電視台,@TuMidas,2022-11-16T13:02:55.000Z,"TvTw 行動網路電視台
@TuMidas
·
16 Nov 2022《選前黃金週！ 陳時中號召大遊行、蔡總統將到場》【2022.11.16『1800年代晚報 #張雅琴說播批評 』】
https://tvtw.live/?p=163502

#張雅琴 #張雅琴挑戰新聞 http://youtube.com/watch?v=GEk6AakkkHg&feature=youtu.be…
tvtw.live
《選前黃金週！ 陳時中號召大遊行、蔡總統將到場》【2022.11.16『1800年代晚報 #張雅琴說播批評 』】 #張雅琴 #張雅琴挑戰新聞
《選前黃金週！ 陳時中號召大遊行、蔡總統將到場》【2022.11.16『1800年代晚報 #張雅琴說播批評 』...",,,
ChenChen,@Chen57962136,2022-11-16T13:00:05.000Z,"ChenChen
@Chen57962136
·
16 Nov 2022感想：
網軍認真一點勤勞一點好嗎
寫什麼四篇文啊
這邊意見多到的已發1.3萬文了
每次一火大而寫文，都不只4篇好嗎
要不要看看陳時中那串[https://twitter.com/Chen57962136/status/1546206946050445312…]
目前累積794篇文
但因Twitter系統會少算
應早就超過800篇文

網軍什麼4篇文？
這麼少還鎖文？
很怕被看到？

[https://twitter.com/Chen57962136/status/1592860230115033088…]
ChenChen
@Chen57962136
·
16 Nov 2022
來示眾!!!

只發4篇文，竟還鎖文，然後來追隨這邊
鎖文，大概怕被這邊嘲笑吧
管他的，照舊→第一時間就封鎖!!!
不要以為放那張照片就會給過

之前連放BTS照片寫韓文的裝BTS粉絲的也封鎖
這邊最流行[中國日本韓國網軍]來此
有看到的通通默默的封鎖掉
沒例外!!!

這邊已講【想鎖就鎖】
必封鎖

就這樣!!!
Show this thread
1",,1,
側翼殺手,@shushu59040173,2022-11-16T12:21:44.000Z,"側翼殺手
@shushu59040173
·
16 Nov 2022Replying to 
@solo185891
, 
@passoQ
 and 
@hsu_minerva
落跑部長陳時中
落跑市長韓國瑜

北中南韓
結拜了啦 
一個光頭一個爛牙
一個偷看小腿 一個鹹豬手
2",2,,
Calm sand,@calmcalm86,2022-11-16T12:14:30.000Z,"Calm sand
@calmcalm86
·
16 Nov 2022金句再+1

開玩笑蹭霍華德熱度 陳時中：號次相同很興奮
money.udn.com
開玩笑蹭霍華德熱度 陳時中：號次相同很興奮 | 政經焦點 | 要聞 | 經濟日報
民進黨台北市長候選人陳時中號次與前NBA球星「魔獸」霍華德背號相同，陳時中因此說兩人互蹭熱度。陳時中今天表示，若霍華德不...",,,
Maverick.Liwei,@maverick_liwei,2022-11-16T12:13:59.000Z,"Maverick.Liwei
@maverick_liwei
·
16 Nov 2022Replying to 
@TaipeiShihChung
陳時中，曹興誠喔，恩，兩個面向，
一是，先聽聽陳水扁的說法
二是，辜振甫也老了，
是以台灣左翼笨蛋再找一個神主牌，無違和",,,
哩喜咧噗隆貢,@MaxnChen,2022-11-16T12:11:36.000Z,"哩喜咧噗隆貢
@MaxnChen
·
16 Nov 2022Replying to 
@XNJYU
 and 
@MarcoMKlll
甚麼都要蔡英文負責陳時中負責
老大不小了又那麼壯一隻，
怎麼那麼寶...
15",,,15
Winosaur,@AZUL32286012,2022-11-16T11:58:22.000Z,"Winosaur
@AZUL32286012
·
16 Nov 2022Replying to 
@dryadb43738
平常他不是照三餐問候陳時中跟指揮中心？
人家也沒這麼「痛恨」他。

#這種人格還想當總統？
27",,,27
BlackDog黑狗,@oioiyyykkk,2022-11-16T11:27:02.000Z,"BlackDog黑狗
@oioiyyykkk
·
16 Nov 2022Replying to 
@TaipeiShihChung
12陳時中當選台北市長。
1",,,1
肉片™,@bruh69420lmfao,2022-11-16T11:23:32.000Z,"肉片™
@bruh69420lmfao
·
16 Nov 2022考完了！！！！！！！！！
我還在考卷上嗆陳時中 等發回來再分享
2
12",2,,12
PeopleYoung,@Twisaplace,2022-11-16T11:12:40.000Z,"PeopleYoung
@Twisaplace
·
16 Nov 2022Replying to 
@northicewolf
你講什麼東西啊！
你是在影射陳時中部長嗎？
你是藍白粉反串的喔！
蛤！你給我撤掉！
不然我就請台派抵制你！
1",1,,
台灣推新聞,@mytwnews,2022-11-16T11:07:56.000Z,"台灣推新聞
@mytwnews
·
16 Nov 2022開玩笑蹭霍華德熱度 陳時中：號次相同很興奮 - 中央通訊社
cna.com.tw
開玩笑蹭霍華德熱度 陳時中：號次相同很興奮 | 政治 | 中央社 CNA
民進黨台北市長候選人陳時中號次與前NBA球星「魔獸」霍華德背號相同，陳時中因此說兩人互蹭熱度。陳時中今天表示，若霍華德不舒服，他很抱歉，他很興奮兩人號碼相同。",,,
台灣推新聞,@mytwnews,2022-11-16T11:07:56.000Z,"台灣推新聞
@mytwnews
·
16 Nov 2022翻閱黃珊珊新書 陳時中：政績都是前人起頭 - 中央通訊社
cna.com.tw
翻閱黃珊珊新書 陳時中：政績都是前人起頭 | 政治 | 中央社 CNA
民進黨台北市長候選人陳時中批評無黨籍對手黃珊珊在副市長任內市政幾乎停擺，他翻閱完黃珊珊新書後說，黃珊珊能拿出來的政績都是前人起頭，執行完是好事，但沒有新的政策。
1",,,1
台灣推新聞,@mytwnews,2022-11-16T11:07:56.000Z,"台灣推新聞
@mytwnews
·
16 Nov 2022陳時中：蔣萬安辭立委拖5天 這效率如何當市長 - 中央通訊社
cna.com.tw
陳時中：蔣萬安辭立委拖5天 這效率如何當市長 | 政治 | 中央社 CNA
國民黨台北市長候選人蔣萬安10日宣布請辭立委後，今天上午完成程序。民進黨台北市長候選人陳時中質疑，辭立委是件嚴肅的事，蔣萬安還能拖這麼多天，這種效率如何當市長。
1
1",,1,1
1005。馬 x 克,@max_12905,2022-11-16T10:59:19.000Z,"1005。馬 x 克
@max_12905
·
16 Nov 2022Replying to 
@DrStrangeEthan
之前疫情他不也是一樣每天要陳時中回答，現在換到自己就變成有問題了？
3",,,3
Vanessa Tsai,@BeyondNature188,2022-11-16T10:49:31.000Z,"Vanessa Tsai
@BeyondNature188
·
16 Nov 2022大新聞大爆卦】徐巧芯幫陳時中告無良公關綠競辦頻喊停怕見光死?南綠大咖被開88槍蔡英文敢嗆終結藍黑金?鄭運鵬造勢掉槍想複製319逆轉?高虹安小金庫再爆慣老闆扣薪!  20221111 @中天新聞-
google.com
Image: 【大新聞大爆卦】徐巧芯幫陳時中告無良公關綠競辦頻喊停怕見光死 ...
Found on Google from www.youtube.com",,,
哇新聞,@waxinwen1,2022-11-16T10:26:36.000Z,"哇新聞
@waxinwen1
·
16 Nov 2022哇woo～政治新聞／
陳其邁早上高雄撩妹掃街 下午北上站阿中台

觀看文章https://woonews.com.tw/politics/21366
投訴爆料https://lin.ee/wRurRSR
IGhttps://instagram.com/woobignews/

#陳時中 #陳其邁 #金句 #撩妹",,,
平野家的企鵝,@HowardPassenger,2022-11-16T10:19:52.000Z,"平野家的企鵝
@HowardPassenger
·
16 Nov 2022我阿嬤討厭陳時中。
我要瘋了。
她說要投蔣萬安。
所以我決定策略改成說服她投黃珊珊。
3",,,3
Amelia,@Amelia181672271,2022-11-16T08:49:15.000Z,"Amelia
@Amelia181672271
·
16 Nov 2022徐巧芯説要終結黑金，要終結黑金就先終結蔡英文、蘇貞昌、陳時中，這些是台灣黑金的最高保護傘!
3
1
8",3,1,8
teafortwo,@ichegmn,2022-11-16T08:46:43.000Z,"teafortwo
@ichegmn
·
16 Nov 2022知道這次台北市選情冷冷的，但看到陳時中競選歌曲下面的留言還是蠻嚇到我的。",,,
燕紹,@ynsho9,2022-11-16T08:36:35.000Z,"燕紹
@ynsho9
·
16 Nov 2022徐巧芯自曝手握性平資料：等檢調幫查證徐巧芯請今天去舉發她的詹晉鑒不要撤告，因為要坐等法院認證陳時中鹹豬手，也解釋了臉書喊的「謝丞相賜箭」。",,,
TrainingCampus,@TrainingcampusX,2022-11-16T08:05:27.000Z,"TrainingCampus
@TrainingcampusX
·
16 Nov 2022Replying to 
@letsupupup
這不就是他們對陳時中的做法?

每天講一堆五四三的,
然後要蔡英文跟陳時中澄清
5",,,5
Jia Zhen Li,@IrisLi72738046,2022-11-16T08:03:42.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022總統指出， 2016年她剛上任時長照預算才50億，今年已607億，明年將增至649億；長照據點從700個，現在已有1萬1千個；照護人數從10萬人增加至40萬多萬人，全歸功於衛福部團隊，希望未來進駐北市府的也是這樣優秀的團隊。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨",,,
Jia Zhen Li,@IrisLi72738046,2022-11-16T08:03:19.000Z,"Jia Zhen Li
@IrisLi72738046
·
16 Nov 2022總統表示，這次選舉競爭很激烈，大家擔心是正常的，但大家也不用過度擔心，因為陳時中很強。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
